catalogNumber,createdBy,placeName,flagNotes,State,noOfIdentifications,geoPrivacy,createdOn (UTC),createdOn (Portal time),associatedMedia,group_id,dateAccuracy,isLocked,locationLat,locationLon,locationScale,fromDate,toDate,rank,scientificName,commonName,kingdom,phylum,class,order,superfamily,family,genus,species,basisOfRecord,village name in english,village id,plot id,plant habit in english,plant habitat in english,Folklore: A story about this tree,Uses: This tree is used for,Institution Name,Isha Vidhya School,Height (m),Canopy Diameter (m),Trunk Circumference (cm),Any other comments,Did you observe ants on the plant?,Did you observe hemipterans on the plant?,Which part of the plant is infested with insects?,What proportion of the plant is infested?,Did you find any other insects besides ants and hemipterans?, Which of the following hemipteran species have you observed?,Which ant species did you observe?,Texture,Has stem?,Bottom surface,Besides this initiative, do you record crows during bird watching/citizen science?,How do you feel about the presence of crows in your area?,Weather conditions.,What behaviours did you observe?,Number of birds observed.,Understory,Canopy Cover,Plot No.,DBH,Trunk Area,GBH,Edibility status,Ecological Role,Growing on,previousIdentifications,previousVernacularNames,speciesPageId,higherClassificationId,reverseGeocodedName,state,tahsil,district,Sex,Life Stage (Complete Metamorphosis),Life Stage (Incomplete Metamorphosis),Phenology State,Habitat Type,Abundance,Life Stage,Activity,Microhabitat,Wild/Domestic,toDate,observedInMonth,lastRevised,noOfImages,datasetName,containsMedia,uploadProtocol,organismRemarks,tags,speciesGroup,datatableName,datatableAnnotations,basisOfData
1816691,Sunny Joseph,"Zybervale, DD Misty Hills Villa No 7, Kangarappady Navodaya Rd, Kollamkudimugal, Kochi, Kerala 682021, India",,Kerala,1,FALSE,25-10-2018,25-10-2018,/bac88bc5-49b6-41e9-ad87-df571050ea89/736.JPG,Mammals,ACCURATE,FALSE,10.02912998,76.35905457,ACCURATE,24-10-2018,24-10-2018,genus,Pipistrellus,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionoidea,Vespertilionidae,Pipistrellus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317392#Pipistrellus | ,,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Vespertilionoidea#rank:superfamily#taxonID:276560 | name:Vespertilionidae#rank:family#taxonID:20255 | name:Pipistrellus#rank:genus#taxonID:20419,"Zybervale, DD Misty Hills Villa No 7, Kangarappady Navodaya Rd, Kollamkudimugal, Kochi, Kerala 682021, India",KERALA,Kanayannur,Ernakulam,,,,,Urban,,,,,,2018-10-24T00:00:00.000Z,October,2018-10-26T13:27:47.290Z,4,,TRUE,SINGLE_OBSERVATION,Small bat fell from my eaves. About 4cm body length and 10cm wingspan. Flew away after some time. Please I D.,,Mammals,,,
1815950,Rohit Pansare,"GJ SH 42, Angiya Mota, Gujarat 370615, India",,Gujarat,1,FALSE,02-10-2018,02-10-2018,/b87faecb-535d-4b6c-978e-43bac712e3d0/868.JPG,Mammals,,FALSE,23.33744621,69.28868103,APPROXIMATE,03-01-2014,03-01-2014,species,Rhinopoma hardwickii Gray 1831,Lesser Mouse-tailed Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophoidea,Rhinopomatidae,Rhinopoma,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268721#Rhinopoma hardwickii Gray 1831 | ,268721#Lesser Mouse-tailed Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Rhinolophoidea#rank:superfamily#taxonID:276561 | name:Rhinopomatidae#rank:family#taxonID:20517 | name:Rhinopoma#rank:genus#taxonID:20519 | name:Rhinopoma hardwickii Gray 1831#rank:species#taxonID:20521,"GJ SH 42, Angiya Mota, Gujarat 370615, India",GUJARAT,Nakhatrana,Kachchh,,,,,,,,,,,2014-01-03T00:00:00.000Z,January,2018-10-02T13:57:40.321Z,4,,TRUE,MOBILE,Dilapidated houses abandoned after the earthquake,,Mammals,,,
1815944,Rohit Pansare,"Way to Old Morjar, Old Morjar, Gujarat 370675, India",,Gujarat,1,FALSE,02-10-2018,02-10-2018,/896d4f66-d4f7-4dd3-b0d5-67f79647e085/288.JPG,Mammals,,FALSE,23.31682014,69.36200714,APPROXIMATE,02-01-2014,02-01-2014,species,Rhinopoma hardwickii Gray 1831,Lesser Mouse-tailed Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophoidea,Rhinopomatidae,Rhinopoma,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268721#Rhinopoma hardwickii Gray 1831 | ,268721#Lesser Mouse-tailed Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Rhinolophoidea#rank:superfamily#taxonID:276561 | name:Rhinopomatidae#rank:family#taxonID:20517 | name:Rhinopoma#rank:genus#taxonID:20519 | name:Rhinopoma hardwickii Gray 1831#rank:species#taxonID:20521,"Way to Old Morjar, Old Morjar, Gujarat 370675, India",GUJARAT,Nakhatrana,Kachchh,,,,,,,,,,,2014-01-02T00:00:00.000Z,January,2018-10-02T10:42:29.155Z,3,,TRUE,MOBILE,Entry gate that an old dilapidated bunglow,,Mammals,,,
1815943,Rohit Pansare,"Devpar Yaksh Bus Stand, GJ SH 42, Devpar - Yaksh, Gujarat 370675, India",,Gujarat,2,FALSE,02-10-2018,02-10-2018,/5e8e97fa-44ca-4fce-bbb7-0c87f608e0cc/160.JPG,Mammals,,FALSE,23.2955265,69.33747864,APPROXIMATE,02-01-2014,02-01-2014,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Devpar Yaksh Bus Stand, GJ SH 42, Devpar - Yaksh, Gujarat 370675, India",GUJARAT,Nakhatrana,Kachchh,,,,,,,,,,,2014-01-02T00:00:00.000Z,January,2018-10-03T11:28:32.080Z,1,,TRUE,MOBILE,,,Mammals,,,
1815941,Rohit Pansare,"Manjal Bus Stand, Manjal, Gujarat 370610, India",,Gujarat,3,FALSE,02-10-2018,02-10-2018,/dec74f30-d801-4d39-a028-3d78646f90b3/896.JPG,Mammals,,FALSE,23.23424721,69.40862274,APPROXIMATE,02-01-2014,02-01-2014,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Manjal Bus Stand, Manjal, Gujarat 370610, India",GUJARAT,Nakhatrana,Kachchh,,,,,,,,,,,2014-01-02T00:00:00.000Z,January,2019-02-01T01:03:52.139Z,2,,TRUE,MOBILE,Roosting on Azatiracta indica trees,,Mammals,,,
1815929,Rohit Pansare,"GJ SH 49, Bhimpar, Gujarat 370650, India",,Gujarat,2,FALSE,01-10-2018,01-10-2018,/27f3dc0b-8d5e-4150-81c7-ee1fd83af7cc/483.JPG,Mammals,,FALSE,23.2085228,69.16389465,APPROXIMATE,02-01-2014,02-01-2014,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"GJ SH 49, Bhimpar, Gujarat 370650, India",GUJARAT,Abdasa,Kachchh,,,,,,,,,,,2014-01-02T00:00:00.000Z,January,2018-10-03T11:30:15.419Z,1,,TRUE,MOBILE,Roosting on 2 Ficus bengalensis trees,,Mammals,,,
1815928,Rohit Pansare,"Halapar - Kotdi Rd, Sabhrai Moti, Gujarat 370450, India",,Gujarat,1,FALSE,01-10-2018,01-10-2018,/4fa5a6be-e4e6-484d-a9f4-3aae17d06090/883.jpg,Mammals,,FALSE,23.01690483,69.12416077,APPROXIMATE,30-09-2018,30-09-2018,species,Rhinopoma hardwickii Gray 1831,Lesser Mouse-tailed Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophoidea,Rhinopomatidae,Rhinopoma,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268721#Rhinopoma hardwickii Gray 1831 | ,268721#Lesser Mouse-tailed Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Rhinolophoidea#rank:superfamily#taxonID:276561 | name:Rhinopomatidae#rank:family#taxonID:20517 | name:Rhinopoma#rank:genus#taxonID:20519 | name:Rhinopoma hardwickii Gray 1831#rank:species#taxonID:20521,"Halapar - Kotdi Rd, Sabhrai Moti, Gujarat 370450, India",GUJARAT,Mandvi,Kachchh,,,,,,,,,,,2018-09-30T00:00:00.000Z,September,2019-02-01T00:52:42.360Z,2,,TRUE,MOBILE,Roost in a Pump room near a well in the fields,,Mammals,,,
1815927,Rohit Pansare,"Vekra, Gujarat 370485, India",,Gujarat,3,FALSE,01-10-2018,01-10-2018,/f840d93c-c83f-4cdb-bc35-6fb2c426d1ef/449.JPG,Mammals,,FALSE,23.06487846,69.45462036,APPROXIMATE,01-01-2014,01-01-2014,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Vekra, Gujarat 370485, India",GUJARAT,Mandvi,Kachchh,,,,,,,,,,,2014-01-01T00:00:00.000Z,January,2018-10-03T11:30:25.268Z,1,,TRUE,MOBILE,Protected area near a wetland,,Mammals,,,
1815926,Rohit Pansare,"Deshalpar, Vandhay, Gujarat, India",,Gujarat,2,FALSE,01-10-2018,01-10-2018,/d3115c5f-1d82-4642-abef-94f2bd8bd66d/996.JPG,Mammals,,FALSE,23.20821953,69.43655396,APPROXIMATE,01-01-2014,01-01-2014,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Deshalpar, Vandhay, Gujarat, India",GUJARAT,Nakhatrana,Kachchh,,,,,,,,,,,2014-01-01T00:00:00.000Z,January,2018-10-01T11:51:19.289Z,1,,TRUE,MOBILE,Roosting on Tamrindus indica tree,,Mammals,,,
1815916,Rohit Pansare,"Gadhsisa, Gujarat 370445, India",,Gujarat,2,FALSE,30-09-2018,30-09-2018,/920e14d5-a042-4908-866e-b447857b29e3/762.JPG,Mammals,,FALSE,23.10227966,69.35982513,APPROXIMATE,01-01-2014,01-01-2014,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:null,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:null | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Gadhsisa, Gujarat 370445, India",GUJARAT,Mandvi,Kachchh,,,,,,,,,,,2014-01-01T00:00:00.000Z,January,2018-10-01T12:45:41.884Z,2,,TRUE,MOBILE,Roosting on multiple Ficus bengalensis trees,,Mammals,,,
1815888,Rohit Pansare,"Gadhsisha-Rajpar-Darshadi Rd, Vishramnagar, Gadhsisa, Gujarat 370445, India",,Gujarat,1,FALSE,30-09-2018,30-09-2018,/f91e0543-4201-4d56-afd3-ecf8dd766f99/400.JPG,Mammals,,FALSE,23.10451317,69.35014343,APPROXIMATE,01-01-2014,01-01-2014,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Gadhsisha-Rajpar-Darshadi Rd, Vishramnagar, Gadhsisa, Gujarat 370445, India",GUJARAT,Mandvi,Kachchh,,,,,,,,,,,2014-01-01T00:00:00.000Z,January,2018-09-30T10:53:23.534Z,2,,TRUE,MOBILE,Ficus bengalensis,,Mammals,,,
1815871,Rohit Pansare,"GJ SH 47, Dahinsara, Gujarat 370485, India",,Gujarat,1,FALSE,30-09-2018,30-09-2018,/198d25a4-c058-43ca-aeaa-56ff61b96536/19.jpg,Mammals,,FALSE,23.09311295,69.51774597,APPROXIMATE,30-09-2018,30-09-2018,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:null,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:null | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"GJ SH 47, Dahinsara, Gujarat 370485, India",GUJARAT,Bhuj,Kachchh,,,,,,,,,,,2018-09-30T00:00:00.000Z,September,2018-09-30T09:42:09.504Z,2,,TRUE,MOBILE,Ficus bengalensis as roost,,Mammals,,,
1815852,Harshith JV,"17-5-188, Faima 2nd Rd, Souterpet, Kankanady, Mangaluru, Karnataka 575002, India",,Karnataka,3,TRUE,29-09-2018,30-09-2018,/8b065322-72d5-46fd-9e71-93ca8932e29c/632.JPG,Mammals,ACCURATE,FALSE,12.8606796,74.8559488,APPROXIMATE,25-08-2017,25-08-2017,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:null,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:null | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"17-5-188, Faima 2nd Rd, Souterpet, Kankanady, Mangaluru, Karnataka 575002, India",KARNATAKA,Mangalore,Dakshina Kannada,,,,,Urban | Garden,Abundant,,,,,2017-08-25T00:00:00.000Z,August,2019-02-01T01:04:22.773Z,2,,TRUE,SINGLE_OBSERVATION,,,Mammals,,,
1815843,Rohit Pansare,"Naranpar Ravli, Gujarat 370427, India",,Gujarat,2,FALSE,29-09-2018,29-09-2018,/9a82352c-58c4-4ef6-8611-f8f6fa612771/631.JPG,Mammals,,FALSE,23.24090385,69.6006012,APPROXIMATE,29-09-2018,29-09-2018,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Naranpar Ravli, Gujarat 370427, India",GUJARAT,Bhuj,Kachchh,,,,,,,,,,,2018-09-29T00:00:00.000Z,September,2018-10-03T11:41:37.475Z,4,,TRUE,MOBILE,Two large Baobabs ((Adansonia digitata) almost 250 years old having bat roosts.,,Mammals,,,
1815842,Rohit Pansare,"Unnamed Road, Punadi, Gujarat 370485, India",,Gujarat,1,FALSE,29-09-2018,29-09-2018,/6137da87-5c13-4dc8-af11-c06b49b9f25f/291.JPG,Mammals,,FALSE,23.01555252,69.49571228,APPROXIMATE,29-09-2018,29-09-2018,species,Rhinopoma hardwickii Gray 1831,Lesser Mouse-tailed Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophoidea,Rhinopomatidae,Rhinopoma,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268721#Rhinopoma hardwickii Gray 1831 | ,268721#Lesser Mouse-tailed Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Rhinolophoidea#rank:superfamily#taxonID:276561 | name:Rhinopomatidae#rank:family#taxonID:20517 | name:Rhinopoma#rank:genus#taxonID:20519 | name:Rhinopoma hardwickii Gray 1831#rank:species#taxonID:20521,"Unnamed Road, Punadi, Gujarat 370485, India",GUJARAT,Mandvi,Kachchh,,,,,,,,,,,2018-09-29T00:00:00.000Z,September,2018-09-29T16:36:52.560Z,2,,TRUE,MOBILE,Restored fort Punadi village,,Mammals,,,
1815818,Rohit Pansare,"Koday Rd, Sultan Nagar, Koday, Gujarat 370460, India",,Gujarat,2,FALSE,29-09-2018,29-09-2018,/1180a6b9-382d-4a60-b661-0cbf4dd66a81/228.JPG,Mammals,,FALSE,22.89849091,69.39148712,APPROXIMATE,29-09-2018,29-09-2018,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Koday Rd, Sultan Nagar, Koday, Gujarat 370460, India",GUJARAT,Mandvi,Kachchh,,,,,,,,,,,2018-09-29T00:00:00.000Z,September,2019-12-09T12:36:02.278Z,2,,TRUE,MOBILE,5 banyan trees and a need tree in the fields,,Mammals,,,
1815813,Rohit Pansare,"Unnamed Road, Gujarat 370435, India",,Gujarat,1,FALSE,29-09-2018,29-09-2018,/9be1ea90-fb17-4ec2-b1f3-def70df93036/548.JPG,All,,FALSE,22.89873505,69.48310852,APPROXIMATE,29-09-2018,29-09-2018,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Unnamed Road, Gujarat 370435, India",GUJARAT,Mandvi,Kachchh,,,,,,,,,,,2018-09-29T00:00:00.000Z,September,2018-09-29T11:50:48.347Z,2,,TRUE,MOBILE,3 Need trees Azatiracta Indica,,All,,,
1815811,Rohit Pansare,"Gujarat 370430, India",,Gujarat,1,FALSE,29-09-2018,29-09-2018,/fd921929-4a84-4a10-bb8b-a1d25a7b7213/884.JPG,Mammals,,FALSE,23.08709335,69.58924866,APPROXIMATE,29-09-2018,29-09-2018,species,Taphozous nudiventris Cretzschmar 1826,Naked-rumped Tomb Bat:null,Animalia,Chordata,Mammalia,Chiroptera,Emballonuroidea,Emballonuridae,Taphozous,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317398#Taphozous nudiventris Cretzschmar 1826 | ,317398#Naked-rumped Tomb Bat:null | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Emballonuroidea#rank:superfamily#taxonID:276562 | name:Emballonuridae#rank:family#taxonID:20585 | name:Taphozous#rank:genus#taxonID:20587 | name:Liponycteris#rank:subgenus#taxonID:277319 | name:Taphozous nudiventris Cretzschmar 1826#rank:species#taxonID:20601,"Gujarat 370430, India",GUJARAT,Bhuj,Kachchh,,,,,,,,,,,2018-09-29T00:00:00.000Z,September,2018-10-02T09:42:02.779Z,3,,TRUE,MOBILE,Old fort in dilapidated condition.,,Mammals,,,
1815810,Rohit Pansare,"Mundra - Bhuj Rd, Kera, Gujarat 370430, India",,Gujarat,1,FALSE,29-09-2018,29-09-2018,/f65c85d2-380b-4b0f-8177-5e232b11dee6/312.jpg,Mammals,,FALSE,23.07331657,69.59780884,APPROXIMATE,29-09-2018,29-09-2018,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Mundra - Bhuj Rd, Kera, Gujarat 370430, India",GUJARAT,Bhuj,Kachchh,,,,,,,,,,,2018-09-29T00:00:00.000Z,September,2018-09-29T11:50:29.822Z,2,,TRUE,MOBILE,30+ on a banyan tree Focus bengalensis,,Mammals,,,
1815801,Rohit Pansare,"Mundra - Bhuj Rd, Gujarat 370430, India",,Gujarat,2,FALSE,29-09-2018,29-09-2018,/2c0b1e77-6192-43ac-a166-3ef2de46e1d8/914.JPG,Mammals,,FALSE,23.08083153,69.59661102,APPROXIMATE,29-09-2018,29-09-2018,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Mundra - Bhuj Rd, Gujarat 370430, India",GUJARAT,Bhuj,Kachchh,,,,,,,,,,,2018-09-29T00:00:00.000Z,September,2018-09-29T11:19:16.273Z,2,,TRUE,MOBILE,40+ bats roosting on 3 Tamrind indica trees,,Mammals,,,
